donor,recipient,recieved_amount
France,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Austria,Estonia,251349503
Japan,Estonia,251349503
Finland,Estonia,251349503
Japan,Estonia,251349503
Sweden,Estonia,251349503
Netherlands,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Canada,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Austria,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Austria,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Austria,Estonia,251349503
Norway,Estonia,251349503
France,Estonia,251349503
Spain,Estonia,251349503
Finland,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Japan,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
France,Estonia,251349503
Spain,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Switzerland,Estonia,251349503
Finland,Estonia,251349503
Finland,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
France,Estonia,251349503
Netherlands,Estonia,251349503
Netherlands,Estonia,251349503
Sweden,Estonia,251349503
Netherlands,Estonia,251349503
Canada,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
France,Estonia,251349503
Netherlands,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Norway,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Germany,Estonia,251349503
Spain,Estonia,251349503
Switzerland,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
France,Estonia,251349503
United Kingdom,Estonia,251349503
Finland,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Norway,Estonia,251349503
United States,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
United States,Estonia,251349503
United States,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Finland,Estonia,251349503
Finland,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Canada,Estonia,251349503
Germany,Estonia,251349503
Austria,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
United States,Estonia,251349503
France,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Netherlands,Estonia,251349503
France,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Italy,Estonia,251349503
France,Estonia,251349503
Italy,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Italy,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Austria,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
United States,Estonia,251349503
United States,Estonia,251349503
Italy,Estonia,251349503
France,Estonia,251349503
Norway,Estonia,251349503
France,Estonia,251349503
Japan,Estonia,251349503
Netherlands,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Portugal,Estonia,251349503
Italy,Estonia,251349503
Canada,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Spain,Estonia,251349503
Finland,Estonia,251349503
Belgium,Estonia,251349503
Norway,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Netherlands,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Canada,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Italy,Estonia,251349503
United Kingdom,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
United Kingdom,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Czech Republic,Estonia,251349503
Italy,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
United Kingdom,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Spain,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Greece,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Italy,Estonia,251349503
United States,Estonia,251349503
Netherlands,Estonia,251349503
France,Estonia,251349503
Netherlands,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
France,Estonia,251349503
Germany,Estonia,251349503
Spain,Estonia,251349503
Japan,Estonia,251349503
Japan,Estonia,251349503
Sweden,Estonia,251349503
Japan,Estonia,251349503
Italy,Estonia,251349503
Belgium,Estonia,251349503
Japan,Estonia,251349503
Sweden,Estonia,251349503
Japan,Estonia,251349503
Finland,Estonia,251349503
Sweden,Estonia,251349503
Japan,Estonia,251349503
Norway,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
France,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
France,Estonia,251349503
France,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
Japan,Estonia,251349503
Sweden,Estonia,251349503
United States,Estonia,251349503
Spain,Estonia,251349503
Sweden,Estonia,251349503
Finland,Estonia,251349503
United Kingdom,Estonia,251349503
United States,Estonia,251349503
Sweden,Estonia,251349503
Germany,Estonia,251349503
Sweden,Estonia,251349503
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
Austria,United Arab Emirates,300206472
Spain,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Spain,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Denmark,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Denmark,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Austria,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Spain,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Greece,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Austria,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Spain,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Denmark,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Denmark,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Austria,United Arab Emirates,300206472
Denmark,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
United States,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Italy,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Germany,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
France,United Arab Emirates,300206472
Japan,United Arab Emirates,300206472
United States,Norway,368001981
United States,Norway,368001981
United States,Norway,368001981
United States,Norway,368001981
United States,Norway,368001981
United States,Norway,368001981
United States,Norway,368001981
Sweden,Latvia,423495040
Norway,Latvia,423495040
Finland,Latvia,423495040
United Kingdom,Latvia,423495040
Austria,Latvia,423495040
Sweden,Latvia,423495040
Switzerland,Latvia,423495040
Sweden,Latvia,423495040
France,Latvia,423495040
Norway,Latvia,423495040
Sweden,Latvia,423495040
Finland,Latvia,423495040
Sweden,Latvia,423495040
France,Latvia,423495040
Germany,Latvia,423495040
France,Latvia,423495040
Netherlands,Latvia,423495040
Sweden,Latvia,423495040
France,Latvia,423495040
Sweden,Latvia,423495040
Japan,Latvia,423495040
Germany,Latvia,423495040
United Kingdom,Latvia,423495040
France,Latvia,423495040
France,Latvia,423495040
Sweden,Latvia,423495040
Germany,Latvia,423495040
Sweden,Latvia,423495040
France,Latvia,423495040
Finland,Latvia,423495040
Finland,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Norway,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Portugal,Latvia,423495040
Italy,Latvia,423495040
Germany,Latvia,423495040
Sweden,Latvia,423495040
Italy,Latvia,423495040
Sweden,Latvia,423495040
Greece,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Netherlands,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
France,Latvia,423495040
Sweden,Latvia,423495040
Finland,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Sweden,Latvia,423495040
Netherlands,Latvia,423495040
Netherlands,Latvia,423495040
Sweden,Latvia,423495040
Netherlands,Latvia,423495040
France,Latvia,423495040
France,Latvia,423495040
